"source","target"
"x541940329","x472412809"
"x2751080169","x92564226"
"x1264874426081980416","x310157882"
"x1115282425142284288","x310157882"
"x1082718354820001792","x1118605648260939777"
"x2972824335","x338985020"
"x577211939","x92564226"
"x846411970299514881","x92564226"
"x379072298","x2837226736"
"x1211749620461629440","x13353862"
"x388208718","x338985020"
"x2883044985","x739808332161134592"
"x1139540293768888320","x13353862"
"x34294667","x310157882"
"x367067325","x1118605648260939777"
"x1073650769977638912","x817783515341320193"
"x3762539963","x310157882"
"x551188986","x310157882"
"x1197963859954405377","x20043573"
"x1627569133","x92564226"
"x1211749620461629440","x38395124"
"x610979280","x338955445"
"x1111943680947032065","x38395124"
"x939420676292775936","x38395124"
"x1342606930259439616","x38395124"
"x325735508","x92564226"
"x943528277142134785","x38395124"
"x1926046680","x38395124"
"x580250130","x38395124"
"x332824252","x38395124"
"x945769748","x338985020"
"x289498635","x38395124"
"x2796456180","x338985020"
"x2783481555","x310157882"
"x1252350372259213312","x1118605648260939777"
"x4888131867","x338985020"
"x1016915990737838080","x34570323"
"x122343400","x38395124"
"x3043346721","x92564226"
"x480743764","x1118605648260939777"
"x955040458497028096","x38395124"
"x1252432116882853888","x148034143"
"x943528277142134785","x148034143"
"x507467621","x34570323"
"x1185119827628822530","x38395124"
"x700769890391760897","x338985020"
"x425307285","x92564226"
"x560342984","x338985020"
"x364256253","x148034143"
"x448018345","x92564226"
"x1229053953821810688","x310157882"
"x1343547225604038656","x338985020"
"x407719376","x338985020"
"x2970808582","x338985020"
"x894503620577767425","x38395124"
"x8350912","x78075582"
"x569503278","x2826292747"
"x8350912","x302113354"
"x830343120856502273","x2826292747"
"x2200136580","x38395124"
"x1229053953821810688","x38395124"
"x1241041772605734915","x1118605648260939777"
"x260410994","x85362553"
"x1341357498821988352","x148034143"
"x705022560480665600","x15892162"
"x2873527035","x302113354"
"x129908629","x38395124"
"x3043346721","x310157882"
"x121706561","x38395124"
"x1054819631666479105","x338985020"
"x1016915990737838080","x15892162"
"x2959374412","x38395124"
"x2339595207","x38395124"
"x175689829","x472412809"
"x245036216","x338985020"
"x1030703972091416577","x38395124"
"x2339595207","x310157882"
"x921994639602720768","x1118605648260939777"
"x609366359","x5698002"
"x1212981980364599296","x38395124"
"x1162787169221709825","x38395124"
"x441559331","x338985020"
"x1162787169221709825","x338985020"
"x1078949001528070144","x302113354"
"x960020215751958529","x1214315619031478272"
"x191696517","x310157882"
"x391411817","x38395124"
"x705086499671375872","x364513528"
"x1563045781","x92564226"
"x548606559","x38395124"
"x1216741400328491008","x148034143"
"x591779870","x20043573"
"x1346793285164158977","x472412809"
"x548606559","x92564226"
"x115060268","x338985020"
"x799364630346944513","x1118605648260939777"
"x3283844509","x1214315619031478272"
"x967137502216769539","x338985020"
"x1050024948864045056","x1214315619031478272"
"x60615239","x26110930"
"x1211749620461629440","x26110930"
"x457647730","x38395124"
"x824276933387108353","x1214315619031478272"
"x1229171101361754113","x26110930"
"x126684188","x338985020"
"x851227673926000640","x1118605648260939777"
"x2858704571","x978970980994469888"
"x549649902","x38395124"
"x870406917507690498","x338985020"
"x316077382","x26110930"
"x870406917507690498","x92564226"
"x3097413815","x26110930"
"x1143146329763405824","x338985020"
"x1106104004587765760","x1118605648260939777"
"x1072770580607320064","x472412809"
"x853724027524972549","x15892162"
"x982014006570471424","x1118605648260939777"
"x27695747","x338985020"
"x1085813778736922624","x338985020"
"x959166145382240256","x20043573"
"x1142112516560105473","x1118605648260939777"
"x498980003","x338985020"
"x1235196570620104705","x37632296"
"x563720164","x1118605648260939777"
"x789076617792454656","x92564226"
"x986353722","x85362553"
"x17752284","x1118605648260939777"
"x913262613282328576","x1214315619031478272"
"x54946254","x310157882"
"x972036644","x1214315619031478272"
"x1180883172357214210","x338985020"
"x1171292182025768960","x1118605648260939777"
"x968236544","x338985020"
"x2558777061","x610372620"
"x3154248197","x38395124"
"x585436880","x338985020"
"x3611223195","x302113354"
"x3863642608","x338985020"
"x2608267782","x1118605648260939777"
"x624956056","x338985020"
"x254038657","x338985020"
"x498871070","x85362553"
"x941192694503587840","x1033786116120489985"
"x393881941","x338985020"
"x2714069906","x1118605648260939777"
"x2464135300","x2464135300"
"x160293934","x38395124"
"x1217118926141825026","x1214315619031478272"
"x1222889694574383104","x472412809"
"x1252319655735287808","x472412809"
"x2736985253","x92564226"
"x437213400","x1214315619031478272"
"x341232103","x338985020"
"x2172219327","x26467557"
"x1217686051","x302113354"
"x3394532033","x338985020"
"x1134671066780098560","x1118605648260939777"
"x1204388965077393409","x20043573"
"x785926505180205056","x15892162"
"x785926505180205056","x38395124"
"x1014137281505001477","x338985020"
"x1215355993665810435","x38395124"
"x992683105571008512","x338985020"
"x358312462","x338985020"
"x432704091","x26467557"
"x1335461768555077633","x472412809"
"x739927153702252544","x302113354"
"x390424349","x1118605648260939777"
"x20242688","x92564226"
"x241094572","x1214315619031478272"
"x2244099354","x92564226"
"x933475394937901056","x15892162"
"x933475394937901056","x38395124"
"x1165721017","x92564226"
"x2966555224","x610372620"
"x1586031361","x338985020"
"x307243652","x92564226"
"x483284270","x472412809"
"x1072576330288504833","x472412809"
"x911221885643427840","x1293120158484107269"
"x1249077798297272321","x92564226"
"x521693154","x978970980994469888"
"x856819147","x92564226"
"x1208306481906499584","x1214315619031478272"
"x858749888850538496","x1118605648260939777"
"x987122828687347712","x15892162"
"x348655351","x978970980994469888"
"x306370642","x15892162"
"x987122828687347712","x38395124"
"x1238775774532055042","x92564226"
"x1693454996","x472412809"
"x1247109450013564928","x1118605648260939777"
"x611723769","x92564226"
"x2967373000","x2826292747"
"x2206764265","x92564226"
"x2980309125","x92564226"
"x1256220648692686848","x1118605648260939777"
"x881844380","x92564226"
"x2278786459","x338985020"
"x4016660452","x75509930"
"x1305860760","x21313364"
"x3302594272","x338985020"
"x2261320772","x1214315619031478272"
"x813411450","x1118605648260939777"
"x1114218158037110784","x1214315619031478272"
"x1192767230","x992653747"
"x883626243467489280","x85362553"
"x1635041160","x1293120158484107269"
"x39538605","x1118605648260939777"
"x500070119","x1118605648260939777"
"x450114093","x338985020"
"x182282116","x2837226736"
"x365114975","x1118605648260939777"
"x857240255283548160","x85362553"
"x3055379191","x92564226"
"x562178357","x338985020"
"x856935474501480450","x1118605648260939777"
"x441506875","x1118605648260939777"
"x1333888199769329667","x1118605648260939777"
"x796252759","x1214315619031478272"
"x384879840","x472412809"
"x811538128213254146","x92564226"
"x1174790853665144832","x92564226"
"x811538128213254146","x338985020"
"x911221885643427840","x338985020"
"x3801174202","x338985020"
"x125775690","x38395124"
"x2369576477","x26110930"
"x97310205","x38395124"
"x2281975438","x1118605648260939777"
"x784510866603606016","x338985020"
"x1192767230","x61424983"
"x520922088","x1118605648260939777"
"x1249609659062849536","x338985020"
"x718409564333424640","x310157882"
"x746685847936831488","x364513528"
"x838568351450468352","x8460572"
"x940500062735601664","x1118605648260939777"
"x738313045408124928","x302113354"
"x2993788379","x1214315619031478272"
"x579264682","x1214315619031478272"
"x347234432","x338985020"
"x769781245","x338955445"
"x249690108","x338985020"
"x1211749620461629440","x1214315619031478272"
"x1030879868471398401","x200659061"
"x1216018995037581317","x1118605648260939777"
"x2870424760","x38395124"
"x811538128213254146","x1293120158484107269"
"x2303378642","x21313364"
"x838125097823109121","x532486823"
"x998862291717287936","x472412809"
"x1315196428692713473","x75509930"
"x1190306802","x38395124"
"x1343183623076409346","x83864876"
"x2559103905","x38395124"
"x2973119061","x338985020"
"x2716781119","x338985020"
"x839562060","x338985020"
"x4248518919","x210754487"
"x125737850","x338985020"
"x579264682","x338985020"
"x3091715073","x338985020"
"x1263794976506482689","x472412809"
"x534776087","x338985020"
"x188902935","x8460572"
"x4704474008","x1118605648260939777"
"x931465760","x338985020"
"x825047245","x1293120158484107269"
"x1112819431","x338985020"
"x1287436299444424704","x27412519"
"x1314967268","x1214315619031478272"
"x79579327","x711959373728374785"
"x385869391","x1118605648260939777"
"x1291101185647280129","x472412809"
"x1208435958246330368","x338985020"
"x287734431","x92564226"
"x829054953440366592","x1118605648260939777"
"x1243990720786108416","x338985020"
"x1260701779","x1118605648260939777"
"x1354125300590903298","x92564226"
"x1337073219455643654","x92564226"
"x2300514013","x338985020"
"x361812949","x38142665"
"x884087425","x92564226"
"x1056520206162501633","x92564226"
"x1021061924342116352","x1118605648260939777"
"x1062348207525711872","x92564226"
"x276643497","x92564226"
"x994161315508867072","x92564226"
"x964573434150875138","x92564226"
"x1163051739576188929","x338985020"
"x1123278644","x338985020"
"x406806525","x92564226"
"x860563422462849024","x338985020"
"x1163051739576188929","x338985020"
"x231584009","x92564226"
"x2483583985","x1118605648260939777"
"x1522950044","x338985020"
"x834885864874475520","x338985020"
"x2739129839","x160182579"
"x829774211967229952","x1118605648260939777"
"x4237954582","x90130315"
"x456934794","x338985020"
"x305468020","x1118605648260939777"
"x552963508","x1293120158484107269"
"x971451474","x8460572"
"x1100675287191339008","x8460572"
"x1325176532978032641","x1118605648260939777"
"x2352254738","x804663900293709826"
"x838568351450468352","x85362553"
"x972002182131142658","x338985020"
"x1155594517816512512","x1118605648260939777"
"x1498160576","x92564226"
"x53704548","x338985020"
"x2901117741","x338985020"
"x3400447079","x2972088165"
"x880767254031470594","x36026024"
"x1179174606487326720","x1214315619031478272"
"x1951639902","x310157882"
"x1143432535","x92564226"
"x1208342518116564992","x38395124"
"x2972824335","x92564226"
"x4439756373","x1214315619031478272"
"x800406544776974337","x92564226"
"x804606773848133633","x1118605648260939777"
"x865863515625725952","x36026024"
"x362392951","x1118605648260939777"
"x888682773988470784","x1118605648260939777"
"x1212077845859536896","x1118605648260939777"
"x1211569196154286080","x1214315619031478272"
"x431644735","x610372620"
"x1314610720349270018","x1214315619031478272"
"x1042850096","x92564226"
"x837252950149955585","x1118605648260939777"
"x305072354","x92564226"
"x422555204","x92564226"
"x389104963","x92564226"
"x942377164485390336","x92564226"
"x2365465696","x92564226"
"x943933930729803779","x1214315619031478272"
"x731767692672282624","x92564226"
"x1228448304176009216","x1118605648260939777"
"x235211935","x92564226"
"x572908569","x92564226"
"x919975599128698881","x1118605648260939777"
"x1072827262523858947","x92564226"
"x967820404881612801","x92564226"
"x1155418542524837888","x92564226"
"x1340386516661628929","x1118605648260939777"
"x1399472594","x1118605648260939777"
"x1860872858","x92564226"
"x1283064621771915265","x1253691918413787137"
"x1614584052","x92564226"
"x2236085510","x1118605648260939777"
"x309051660","x92564226"
"x607143699","x92564226"
"x19184460","x92564226"
"x1142310694689366017","x338985020"
"x1335591489464918023","x1214315619031478272"
"x1142310694689366017","x38395124"
"x631401265","x338985020"
"x3120746127","x711959373728374785"
"x432363261","x338985020"
"x1137097998033412097","x1214315619031478272"
"x370314192","x92564226"
"x785121805","x72516079"
"x2417150510","x1118605648260939777"
"x1277968288899715073","x92564226"
"x1043530424344023041","x1118605648260939777"
"x931465760","x34570323"
"x813032588013137920","x1214315619031478272"
"x77199935","x92564226"
"x566248305","x711959373728374785"
"x2691562356","x1118605648260939777"
"x4112016400","x92564226"
"x843815880727445504","x2428551044"
"x397954928","x92564226"
"x4182037096","x1214315619031478272"
"x234690126","x92564226"
"x1299738390","x92564226"
"x2828425316","x1214315619031478272"
"x353778802","x338985020"
"x822763271086346240","x3161290995"
"x1114624915","x338985020"
"x811538128213254146","x36026024"
"x526790065","x338985020"
"x526790065","x338985020"
"x828228781320052741","x302113354"
"x4915750132","x338985020"
"x1047371538012536832","x472412809"
"x1007245089264062464","x200659061"
"x1314712375841484800","x1118605648260939777"
"x1174810652","x18721640"
"x599542782","x338985020"
"x1077271244964315136","x1325819992122732544"
"x1197963859954405377","x36026024"
"x1254385773408858114","x92564226"
"x819834425064230912","x1118605648260939777"
"x4898517719","x1325819992122732544"
"x376262567","x1118605648260939777"
"x1022791577830338560","x92564226"
"x525910396","x92564226"
"x538114995","x92564226"
"x800406544776974337","x92564226"
"x1327710454743961604","x472412809"
"x1068699188148477952","x92564226"
"x800406544776974337","x92564226"
"x768068517828685824","x1325819992122732544"
"x565828585","x92564226"
"x811364609466605568","x92564226"
"x125014790","x36026024"
"x850055688181207040","x1118605648260939777"
"x260893168","x1118605648260939777"
"x1221578464509222913","x1118605648260939777"
"x1959476316","x472412809"
"x251300916","x338985020"
"x887670056859176962","x92564226"
"x1228210045","x1118605648260939777"
"x4299021149","x92564226"
"x1317147264276746241","x18721640"
"x1379796642","x1118605648260939777"
"x822106567","x338985020"
"x3261676396","x1118605648260939777"
"x1043758610592006144","x338985020"
"x709389738013282305","x92564226"
"x382555223","x92564226"
"x1299605199653343233","x1118605648260939777"
"x1275443336812335104","x1118605648260939777"
"x4468618769","x75509930"
"x1185699641494593538","x1325819992122732544"
"x843530763874320386","x1118605648260939777"
"x1189378408167411713","x75509930"
"x2265873422","x36026024"
"x3705482487","x1118605648260939777"
