"id","label","location","sentiment_score","followers_count"
"x17411160","ca_agbessi","#Africa #Worlwide #ParisNow",3,714
"x14830176","mauduitf","#Barberaz #Savoie",4,791
"x566700592","schydlowski1","#Bretagne #CessonSévigné <U+0001F33A><U+0001F331>",3,1518
"x126684188","mistersenegal","#Dakar - Sénégal",4,903
"x1063958540807806978","GilbertK57","#EnsembleAvecMacron",3,75
"x366776796","VRwatchingU","#FranceInsoumise",6,1542
"x1347110121537724416","TichotB","#JeNeMeConfineraiPas",3,789
"x1152320237750104064","LOmbreD1Doute","#Ligue_Des_Optimistes",5,73
"x875759558890795008","jbannecy","#Lyon #bron",5,292
"x1091391335901339654","YvanDesinfaut","#Ripoublique du macronistan",4,607
"x2827222495","no1_nome","#wordland",8,480
"x859743146804207616","PLEWINSKI141","* FRANCE * Normandie *",3,1438
"x1234780689712713729","Infoflash_69","+ de 45 K utilisateurs",5,21
"x1240248679547785221","JuanAtkinsson","<U+0001F1E8><U+0001F1F5> Un jour en France",4,361
"x64190022","Bierun","<U+0001F1E9><U+0001F1EA> & <U+0001F1EB><U+0001F1F7>",3,1433
"x1252522151921491969","CaptainKorsair7","<U+0001F1EB><U+0001F1F7> Rhône-Alpes",4,978
"x7076142","marccormier","<U+0001F1EB><U+0001F1F7>.fr <U+0001F1F5><U+0001F1F2>.pm <U+0001F1E8><U+0001F1E6>.ca",4,2347
"x1202471854541283329","batjewgirl","<U+0001F1EE><U+0001F1F1> M-3 insh'alyah",3,370
"x1543351291","quelquonque1","<U+0001F1F0><U+0001F1FC> <U+0625><U+0645><U+0627><U+0631><U+0629> <U+0627><U+0644><U+0643><U+0648><U+064A><U+062A>",3,4726
"x757185293858574336","Yaman_GoneLB","<U+0001F1F1><U+0001F1E7><U+0001F1F2><U+0001F1EB>",4,4656
"x346313634","krim0_1467","<U+0001F1F2><U+0001F1F1>",5,2659
"x1289741446166216704","isabell19467036","<U+0001F1F2><U+0001F1F6>Xll",3,81
"x2160595452","StopTerrorisme","<U+0001F30D>",5,495
"x1241658090216439813","perrin_nini","<U+0001F3DD><U+FE0F>",3,442
"x855755029650829312","Arcanah3","<U+0001F517>@Arcanah@mamot.fr<U+270C>",3,2314
"x800437561357258753","PasRodique","<U+0001F648><U+0001F649><U+0001F64A>",4,3023
"x1362457699494068246","Hey_Keyyyy","<U+0001F6F6> pour .... ?",4,11
"x1176274082570088452","dejamenpaz_2","<U+0001F9A6>",4,72
"x819297379954343936","KPA______","<U+0410><U+0425><U+041C><U+0410><U+0422> <U+042E><U+0420><U+0422>",5,115
"x370682507","sachamoule","<U+0421><U+0442><U+0440><U+0430><U+0441><U+0431><U+0443><U+0440><U+0433>",3,12161
"x955539308856954880","CoolZionist","<U+05D9><U+05E8><U+05D5><U+05E9><U+05DC><U+05D9><U+05DD> <U+2764><U+FE0F><U+0001F1EE><U+0001F1F1>",3,3662
"x290727623","michael_a15","<U+05D9><U+05E9><U+05E8><U+05D0><U+05DC>",4,4678
"x745863259375435777","lemonde_coil","<U+05D9><U+05E9><U+05E8><U+05D0><U+05DC>",6,381
"x162710930","Isramagazine","<U+05D9><U+05E9><U+05E8><U+05D0><U+05DC>",3,530
"x776777096","Noabetsabee","<U+05D9><U+05E9><U+05E8><U+05D0><U+05DC> <U+05EA><U+05DC> <U+05D0><U+05D1><U+05D9><U+05D1>",4,263
"x466259064","abouokba1","<U+0627><U+0644><U+062C><U+0632><U+0627><U+0626><U+0631>",5,70
"x125401949","mesange04","<U+269C><U+FE0F>",3,1536
"x2428551044","OctavioVincenzo","<U+5317><U+4EAC>, <U+4E2D><U+534E><U+4EBA><U+6C11><U+5171><U+548C><U+56FD>",3,375
"x68522976","jabial","<U+6CD5><U+56FD>",4,3691
"x95427825","chdauriac","« Fraus omnia corrumpit» RTBF",3,7150
"x363648233","spiaka","• TOUCHE PAS À MON CRAYON !! •",3,89
"x812237922128760832","Vontobel_SP_FR","0 800 911 322",3,110
"x1256107459464364032","_asamory","127.0.0.1",3,591
"x1082045367905148935","FaucherGuylaine","13380",3,11
"x1277184916485279745","Joeste","2  3  7",3,340
"x338527714","Lo27C","27",4,1118
"x392768819","Mich33bm","33",3,2915
"x18047295","Anencephale","34 ans - elle/é·e",3,1448
"x835455418554003456","Bluemushroom44","3éme étage, porte de droite",7,218
"x18669635","cedriclopez","45.884463,4.860146",3,233
"x887689333","choupete450","450",4,1708
"x19477255","nicolaslegland","48°51'35N, 2°20'41E",5,2603
"x1357841395390816256","akadami54","54140",15,3
"x2815916728","poxxk","55, rue du Fbg-Saint-Honoré",5,9674
"x1354783005936594946","Maka_692","69 la trik",4,81
"x353566756","DamienDole","75013/ex-91-QLF",6,8532
"x1145071038","LHibernet","76600 LE HAVRE",5,85
"x302496843","biltouxette","78",3,59
"x362415259","rom1gre","8FQ75P00+ (Grenoble, FR)",5,1102
"x575486783","antoinegavoille","90",3,635
"x729414744","jcn95290","95270",3,2287
"x1145193191496454149","WakeUpHumanLOVE","A BETTER PLACE",5,81
"x210749911","Deer174229","à l'ouest",10,1993
"x572634394","AbdelSamhat","Abidjan",4,21
"x557185452","ab_esso_bak","abidjan côte d'ivôire",3,56
"x54683814","lafauteaufoot","Aboard the Rocinante",3,274
"x455559871","credit_spreads","above the icloud.....",9,159
"x1306207617279291394","ALPHA00000007","ABSURDISTAN",4,12
"x1350407872992174080","sheldon49985446","Absurdistan Autoritaire",3,59
"x1352324733669404674","24_gogol","ABSURDISTAN EN MACRONIE",3,12
"x1245019101338251264","celbras1","Absurdistant",5,39
"x853664678328901633","DL_Seiler","Aix-en-Provence, France",5,212
"x2552129365","KetchupMayol","Aix-en-Provence, France",3,1449
"x742445778","titeuf73100","aix-les-bains",3,521
"x2559464335","fpbusiness84","AIX EN PROVENCE",3,90
"x1536019261","En_TerreHappy","Aix en Provence, France",4,1660
"x1321811336268025857","FrancaisGaulois","Ajaccio, France",3,8
"x1191716035956805632","AlainMilaR","Al costat de la gent <U+0001F1EA><U+0001F1F8> #VNG",3,1028
"x977818573","albeauvaischiva","Alexandre Beauvais-Chiva",3,88703
"x781894714157109253","Benidome63","Alger",4,22
"x270945083","riehoZ","Algeria",3,196
"x313603277","abelaghit","ALGERIA",6,528
"x1556105180","pauvreencolere","all in the World/WWW",4,3426
"x1143141958866657283","KoumedjroK","Allemagne",3,16
"x1294149379335520257","DoucePatrie","Allemagne",3,1637
"x563773712","MartinedesM","Alma, Lac-Saint-Jean",6,46
"x4805861662","espritzetetique","Alpes-de-Haute-Provence, Prove",4,34
"x75125304","tdancette","Alps",6,1351
"x2989502907","TG67210","Alsace France",17,4841
"x920013860471439360","Zeural","Alsace, France",6,59
"x31432523","lalsace","Alsace, France",3,97960
"x866248844794875904","Eric_Lecomte_","Amay, Belgique",6,166
"x1206805295072194560","Patrickverret4","amerique du north",4,99
"x166088730","fbleupicardie","Amiens",3,35642
"x407699566","NadimBayeh","Amiens - Chantilly",4,2276
"x1093839375002206208","Hadrien_Tho","Amiens, France",9,966
"x2984346341","LysImane","Amiens, France",3,84
"x1063813661297266688","laurentalessio1","Andorra",3,50
"x449000567","jyfraboulet","Angers",4,358
"x3296117679","AmelieCorbani","Angers, France",3,2236
"x308673519","AlbaRockWater","Angers, Pays de la Loire",3,393
"x1035108070135869445","DcxYeti","Annecy, France",4,13
"x2596910400","LDLC_KabaL","Annecy, France",4,2336
"x158726563","alex73630","Annecy, France",3,279
"x2294496955","IsFraka","Annecy, France",3,314
"x731520902190514176","sukrudemir19","Ans, Belgique",4,74
"x801154252899028992","MichelNicolasA1","Antarctique",3,384
"x1274995640301387776","BroyardElise","Antwerpen",3,1
"x835432289467314177","FranckTiffon","Aquitaine, France",7,328
"x47471153","Myosotisbasque","Aquitaine, France",4,1097
"x2879789865","patfges","Arcachon, France",3,0
"x1088731747599163392","bastetgeraud","Ardèche",13,789
"x224537286","Fmassat09","ariege",3,2939
"x551952292","DoussietClaude","Ariège, Midi-Pyrénées",10,3740
"x2461219711","FredoNOPRISONER","Armorique",3,1110
"x547123418","UnArbitre","Arras, France",3,87
"x1332199789","manolo8376","Artignosc-sur-Verdon, France",10,84
